,Obj_ID,IAU_name,Internal_names,Obj_RA,Obj_DEC,Obj_Type,Redshift,Spec_ID,Obs_date,JD,Phase_(days),From,Telescope,Instrument,Observers,Reducers,Source_group,Public,Associated_groups,End_prop_period,Ascii_file,Fits_file,Spec_type,Spec_quality,Extinction_Corrected,WL_Medium,WL_Units,Flux_Unit_Coefficient,Spec_units,Flux_Calibrated_By,Exp_time,Aperture_(slit),HA,Airmass,Dichroic,Grism,Grating,Blaze,Lambda_min,Lambda_max,Del_Lambda,Contrib,Publish,Remarks,Created_by,Creation_date
2551,19475,SN 2021aazj,ZTF21acfigoo,74.1835939,-16.6487841,SN Ia,0.062,63259,2021-10-10 11:19:57.00,2459497.9721875,--,--,P60,SEDM,SEDmRobot,auto,TNS,Y,PTF  TNS,--,SN2021aazj_2021-10-10_11-19-57_P60_SEDM_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,2700,--,--,--,--,--,--,--,3776.7,9223.3,25.451401869159,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2021-10-10 13:05:06
2545,19532,SN 2021abaj,ATLAS21bkcs  ZTF21acgzgvm,27.9865519,54.3972931,SN Ia,0.064,63998,2021-10-17 07:05:49.00,2459504.795706,--,--,P60,SEDM,SEDmRobot,auto,TNS,Y,TNS,--,SN2021abaj_2021-10-17_07-05-49_P60_SEDM_TNS_0.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,2700,--,--,--,--,--,--,--,3776.7,9223.3,25.451401869159,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2021-10-17 18:05:06
2544,19532,SN 2021abaj,ATLAS21bkcs  ZTF21acgzgvm,27.9865519,54.3972931,SN Ia,0.064,63996,2021-10-17 07:05:49.00,2459504.795706,--,--,P60,SEDM,SEDmRobot,auto,TNS,Y,TNS,--,SN2021abaj_2021-10-17_07-05-49_P60_SEDM_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,2700,--,--,--,--,--,--,--,3776.7,9223.3,25.451401869159,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2021-10-17 09:05:06
4245,17510,SN 2021abw,ZTF21aadezmh,124.48811865,33.7660363,SN Ia,0.0621,60353,2021-01-30 22:51:34.00,2459245.4524769,--,--,LT,SPRAT,LTRobot,D. Perley,TNS,Y,TNS,--,SN2020hfs_2021-01-30_22-51-34_LT_SPRAT_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,600,--,--,--,--,--,--,--,4020.0,7994.4,9.178752886836,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2021-02-09 15:05:14
4244,17510,SN 2021abw,ZTF21aadezmh,124.48811865,33.7660363,SN Ia,0.0621,60156,2021-01-30 22:51:34.00,2459245.4524769,--,--,LT,SPRAT,LTbot,Perley,TNS,Y,TNS,--,SN2021abw_2021-01-30_22-51-34_LT_SPRAT_TNS.spec,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,--,--,--,--,--,--,--,--,4020.0,7976.0,9.2,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2021-01-31 17:05:09
2277,19562,SN 2021abzd,ATLAS21bkka  ZTF21acincqb  PS21ljw,10.8994133333,30.5924033333,SN Ia,0.018,64126,2021-10-24 00:00:00.00,2459511.5,--,--,Other,Other,Claudio Balcon (Belluno A.O.),Claudio Balcon,TNS,Y,TNS,--,SN2021abzd_2021-10-24_00-00-00_Other_Other_TNS.dat,https://www.wiserep.org/system/files/uploaded/TNS/SN2021abzd_2021-10-24_00-00-00_Other_Other_TNS.fit,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,5400,--,--,--,--,--,--,--,3901.6789,7997.0447,9.4146340229885,--,--,I obtained the low-resolution spectrum R~100 using the FOSC-ES32 spectrograph attached to a 0.2m telescope  in the course of Italian Supernovae Search Project.  [TNS source group:  0 - None ],TNS_Bot1,2021-10-24 22:05:06
2278,19562,SN 2021abzd,ATLAS21bkka  ZTF21acincqb  PS21ljw,10.8994133333,30.5924033333,SN Ia,0.018,64137,2021-10-25 10:44:38.00,2459512.947662,--,--,P60,SEDM,SEDmRobot,auto,TNS,Y,TNS,--,SN2021abzd_2021-10-25_10-44-38_P60_SEDM_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,2160,--,--,--,--,--,--,--,3776.7,9223.3,25.451401869159,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2021-10-26 01:05:06
2263,19662,SN 2021acci,PS21llg  ZTF21acimjvp  ATLAS21bklv,19.5245642852,7.32531966489,SN Ia,0.047,64256,2021-11-04 10:26:08.00,2459522.9348148,--,--,P60,SEDM,SEDmRobot,auto,TNS,Y,TNS,--,SN2021acci_2021-11-04_10-26-08_P60_SEDM_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,2700,--,--,--,--,--,--,--,3776.7,9223.3,25.451401869159,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2021-11-04 12:05:07
2262,19662,SN 2021acci,PS21llg  ZTF21acimjvp  ATLAS21bklv,19.5245642852,7.32531966489,SN Ia,0.047,64258,2021-11-04 06:41:43.00,2459522.7789699,--,--,UH88,SNIFS,Ashall,Ashall,TNS,Y,TNS,--,SN2021acci_2021-11-04_06-41-43_UH88_SNIFS_TNS.dat,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,2700,--,--,--,--,--,--,--,3402.86,9099.86,2.9984210526316,--,--,[TNS source group:  51 - SCAT ],TNS_Bot1,2021-11-04 13:05:08
2245,19657,SN 2021acfi,ZTF21acktlwk  PS21lkt,62.236479523,-9.04377752334,SN Ia,0.14,64250,2021-10-31 12:00:00.00,2459519.0,--,--,Gemini-S,GMOS-S,Gemini,--,TNS,Y,TNS,--,SN2021acfi_2021-10-31_12-00-00_Gemini-S_GMOS-S_TNS.txt,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,--,--,--,--,--,--,--,--,3296.06333791,9887.36041752,1.4895586620588,--,--,[TNS source group:  0 - None ],TNS_Bot1,2021-11-04 06:05:08
2246,19657,SN 2021acfi,ZTF21acktlwk  PS21lkt,62.236479523,-9.04377752334,SN Ia,0.14,64251,2021-10-31 12:00:00.00,2459519.0,--,--,Gemini-S,GMOS-S,Gemini,--,TNS,Y,TNS,--,SN2021acfi_2021-10-31_12-00-00_Gemini-S_GMOS-S_TNS_0.txt,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,--,--,--,--,--,--,--,--,3296.06333791,9887.36041752,1.4895586620588,--,--,[TNS source group:  0 - None ],TNS_Bot1,2021-11-04 06:05:08
2244,19659,SN 2021acfj,PS21lku,36.3443364805,-7.84082598001,SN,0.054,64316,2021-11-06 10:48:00.00,2459524.95,--,--,Keck1,LRIS,S. Tinyanont  K. Taggart  K. W. Davis  R. J. Foley,K. Taggart,TNS,Y,TNS,--,SN2021acfj_2021-11-06_10-48-00_Keck1_LRIS_TNS.flm,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1500,--,--,--,--,--,--,--,3302.1830005671,10145.841281246,1.1827961079638,--,--,[TNS source group:  77 - UCSC ],TNS_Bot1,2021-11-06 19:05:56
2243,19659,SN 2021acfj,PS21lku,36.3443364805,-7.84082598001,SN,0.054,64253,2021-10-31 12:00:00.00,2459519.0,--,--,Gemini-S,GMOS-S,Gemini,--,TNS,Y,TNS,--,SN2021acfj_2021-10-31_12-00-00_Gemini-S_GMOS-S_TNS.txt,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,--,--,--,--,--,--,--,--,3472.67361434,9894.51634827,1.3643175555407,--,--,[TNS source group:  0 - None ],TNS_Bot1,2021-11-04 06:05:08
2232,19612,SN 2021acic,Gaia21exg,332.014083,-16.541881,SN Ia,0.04401,78247,2023-09-16 00:00:00.00,2460203.5,--,--,UH88,SNIFS,Hoogendam,Hoogendam,TNS,Y,TNS,--,SN2023snn_2023-09-16_00-00-00_UH88_SNIFS_TNS.dat,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1800,--,--,--,--,--,--,--,3400.48,9097.48,2.9984210526316,--,--,[TNS source group:  51 - SCAT ],TNS_Bot1,2023-09-16 13:05:05
2231,19612,SN 2021acic,Gaia21exg,332.014083,-16.541881,SN Ia,0.04401,64199,2021-10-30 06:01:45.00,2459517.7512153,--,--,UH88,SNIFS,Hinkle,--,TNS,Y,TNS,--,SN2021acic_2021-10-30_06-01-45_UH88_SNIFS_TNS.dat,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,2400,--,--,--,--,--,--,--,3402.86,9099.86,2.9984210526316,--,--,[TNS source group:  51 - SCAT ],TNS_Bot1,2021-10-30 07:05:06
2226,19637,SN 2021acly,ATLAS21bkqa  ZTF21acitbcw  PS21mqc,27.5290203,18.0130112,SN Ia,0.022,64540,2021-11-15 01:58:40.00,2459533.5824074,--,--,P60,SEDM,SEDmRobot,auto,TNS,Y,TNS,--,SN2021acly_2021-11-15_01-58-40_P60_SEDM_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,2700,--,--,--,--,--,--,--,3776.7,9223.3,25.451401869159,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2021-12-01 12:06:10
2225,19637,SN 2021acly,ATLAS21bkqa  ZTF21acitbcw  PS21mqc,27.5290203,18.0130112,SN Ia,0.022,64230,2021-10-31 15:07:12.00,2459519.13,--,--,Other,Other,Kawabata  Tominaga  Tanaka  Oshikiri  Murai,Taguchi,TNS,Y,TNS,--,SN2021acly_2021-10-31_15-07-12_Other_Other_TNS.dat,https://www.wiserep.org/system/files/uploaded/TNS/SN2021acly_2021-10-31_15-07-12_Other_Other_TNS.fits,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1800,--,--,--,--,--,--,--,4498.0,7998.0,1.9988577955454,--,--,We obtained the spectrum using the fiber-fed integral field spectrograph KOOLS-IFU mounted on the 3.8-meter Seimei telescope at Okayama Observatory of Kyoto University.  [TNS source group:  0 - None ],TNS_Bot1,2021-11-01 13:05:08
3189,19646,SN 2021acvl,ATLAS21blee  ZTF21acjoorl,96.7573814,-12.5217063,SN Ia,0.00972,64510,2021-11-04 10:02:55.00,2459522.9186921,--,--,P200,DBSP,Yuhan Yao,Yuhan Yao,TNS,Y,TNS,--,SN2021acvl_2021-11-04_10-02-55_P200_DBSP_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,--,--,--,--,--,--,--,--,3300.0265514318,9999.4335859164,1.3525958074873,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2021-12-01 12:06:10
3188,19646,SN 2021acvl,ATLAS21blee  ZTF21acjoorl,96.7573814,-12.5217063,SN Ia,0.00972,64239,2021-11-02 15:32:18.00,2459521.1474306,--,--,FTS,FLOYDS-S,Las Cumbres Observatory,--,TNS,Y,TNS,--,SN2021acvl_2021-11-02_15-32-18_FTS_FLOYDS-S_TNS.ascii,https://www.wiserep.org/system/files/uploaded/TNS/SN2021acvl_2021-11-02_15-32-18_FTS_FLOYDS-S_TNS.fits,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,3600,--,--,--,--,--,--,--,3499.384765625,9999.6504930258,1.7232942013258,--,--,[TNS source group:  38 - Global SN Project ],TNS_Bot1,2021-11-02 23:05:10
3181,19714,SN 2021acxh,ZTF21acjcwyn  ATLAS21blcy,312.4690679,3.3414053,SN Ia,0.094,64326,2021-11-07 02:49:29.00,2459525.6176968,--,--,P60,SEDM,SEDmRobot,auto,TNS,Y,TNS,--,SN2021acxh_2021-11-07_02-49-29_P60_SEDM_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,2700,--,--,--,--,--,--,--,3776.7,9223.3,25.451401869159,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2021-11-07 04:05:08
3180,19714,SN 2021acxh,ZTF21acjcwyn  ATLAS21blcy,312.4690679,3.3414053,SN Ia,0.094,64330,2021-11-06 06:01:19.00,2459524.7509144,--,--,UH88,SNIFS,M. E. Huber,--,TNS,Y,TNS,--,SN2021acxh_2021-11-06_06-01-19_UH88_SNIFS_TNS.dat,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,2400,--,--,--,--,--,--,--,3402.86,9099.86,2.9984210526316,--,--,[TNS source group:  51 - SCAT ],TNS_Bot1,2021-11-07 07:05:08
3148,19697,SN 2021adlr,ZTF21aclcfej  ATLAS21blqk  PS21mgm,47.7989579,-8.469532,SN IIb,0.029635,64523,2021-11-20 05:40:08.00,2459538.7362037,--,--,P60,SEDM,SEDmRobot,auto,TNS,Y,TNS,--,SN2021adlr_2021-11-20_05-40-08_P60_SEDM_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,2700,--,--,--,--,--,--,--,3776.7,9223.3,25.451401869159,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2021-12-01 12:06:10
3147,19697,SN 2021adlr,ZTF21aclcfej  ATLAS21blqk  PS21mgm,47.7989579,-8.469532,SN IIb,0.029635,64308,2021-11-05 23:31:11.00,2459524.4799884,--,--,UH88,SNIFS,A.V. Payne,--,TNS,Y,TNS,--,SN2021adlr_2021-11-05_23-31-11_UH88_SNIFS_TNS.dat,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1800,--,--,--,--,--,--,--,3402.86,9099.86,2.9984210526316,--,--,[TNS source group:  51 - SCAT ],TNS_Bot1,2021-11-06 16:05:07
3110,19764,SN 2021aefx,DLT21ae  MASTER OT J041953.41-545653.3,64.972167,-54.947944,SN Ia,0.005,64409,2021-11-14 01:50:38.00,2459532.5768287,--,--,Other,Other,S. Charbonnel - O. Garde - P. Le Dû - L. Mulato - T. Petit,O. Garde,TNS,Y,TNS,--,SN2021aefx_2021-11-14_01-50-38_Other_Other_TNS.dat,https://www.wiserep.org/system/files/uploaded/TNS/SN2021aefx_2021-11-14_01-50-38_Other_Other_TNS.fit,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,10800,--,--,--,--,--,--,--,3602.4752,7779.6634,0.84558465587045,--,--,RC 12 inch + Alpy 600 R=575 + ATIK 414ex bin 1x1 mode  [TNS source group:  0 - None ],TNS_Bot1,2021-11-14 12:05:06
3111,19764,SN 2021aefx,DLT21ae  MASTER OT J041953.41-545653.3,64.972167,-54.947944,SN Ia,0.005,64572,2021-12-03 04:57:22.00,2459551.7065046,--,--,Other,Other,S. Charbonnel - O. Garde - P. Le Dû - L. Mulato - T. Petit,O. Garde,TNS,Y,TNS,--,SN2021aefx_2021-12-03_04-57-22_Other_Other_TNS.dat,https://www.wiserep.org/system/files/uploaded/TNS/SN2021aefx_2021-12-03_04-57-22_Other_Other_TNS.fit,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,4800,--,--,--,--,--,--,--,3602.5891,7807.8754,0.85752167618271,--,--,RC 12 inch + Alpy 600 R=575 + ATIK 414ex bin 1x1 mode  [TNS source group:  0 - None ],TNS_Bot1,2021-12-03 11:05:07
3109,19764,SN 2021aefx,DLT21ae  MASTER OT J041953.41-545653.3,64.972167,-54.947944,SN Ia,0.005,64391,2021-11-11 20:55:27.00,2459530.3718403,--,--,SALT,RSS,S. Randriamampandry,S. W. Jha,TNS,Y,TNS,--,SN2021aefx_2021-11-11_20-55-27_SALT_RSS_TNS.dat,https://www.wiserep.org/system/files/uploaded/TNS/SN2021aefx_2021-11-11_20-55-27_SALT_RSS_TNS.fits,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,2293,--,--,--,--,--,--,--,3492.970295827,9393.9845668051,0.93518451204091,--,--,[TNS source group:  38 - Global SN Project ],TNS_Bot1,2021-11-12 19:05:07
3100,20128,SN 2021aemn,ATLAS22bny  PS22ah  ZTF21acoqgmy,185.577712845,7.62508493199,SN II,0.038,65207,2022-01-26 11:54:15.00,2459605.9960069,--,--,Lick-3m,KAST,K. Taggart,K. Taggart,TNS,Y,TNS,--,SN2021aemn_2022-01-26_11-54-15_Lick-3m_KAST_TNS.flm,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,--,--,--,--,--,--,--,--,3404.5751248038,10293.033975007,2.5741625000758,--,--,ATel 15185. We measure an H-alpha absorption velocity of -6 500 km/s.  [TNS source group:  77 - UCSC ],TNS_Bot1,2022-01-27 05:05:08
3699,20128,SN 2021aemn,ATLAS22bny  PS22ah  ZTF21acoqgmy,185.577712845,7.62508493199,SN II,0.038,65208,2022-01-19 06:06:19.00,2459598.7543866,--,--,SOAR,Goodman,K. W. Davis  M. J. Bustamante-Rosell,K. W. Davis,TNS,Y,TNS,--,SN2021aemn_2022-01-19_06-06-19_SOAR_Goodman_TNS.flm,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,--,--,--,--,--,--,--,--,5781.4071183276,9029.9518127829,1.9688149663365,--,--,[TNS source group:  77 - UCSC ],TNS_Bot1,2022-01-27 05:05:08
3614,19932,SN 2021aggu,MASTER OT J090731.22+182610.4  Gaia21fnr  ATLAS21bnhv,136.88,18.436031,SN Ia,0.0328,64716,2021-12-18 06:08:12.00,2459566.7556944,--,--,P60,SEDM,SEDmRobot,auto,TNS,Y,TNS,--,SN2021aggu_2021-12-18_06-08-12_P60_SEDM_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,2160,--,--,--,--,--,--,--,3776.7,9223.3,25.451401869159,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2021-12-18 17:05:06
3613,19932,SN 2021aggu,MASTER OT J090731.22+182610.4  Gaia21fnr  ATLAS21bnhv,136.88,18.436031,SN Ia,0.0328,64707,2021-12-14 00:00:00.00,2459562.5,--,--,BAO-2.16m,Phot-spec,Xiaoran Ma Xiaofeng Wang,--,TNS,Y,TNS,--,SN2021aggu_2021-12-14_00-00-00_BAO-2.16m_Phot-spec_TNS.txt,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,--,--,--,--,--,--,--,--,3902.0916472676,8861.3588720641,2.768993425347,--,--,A classification spectrum on the transient was taken with the BFOSC spectrograph on the 2.16m telescope at Xinglong Observatory on 2021-12-14.67 UT. The exposure time was 1 hour. The spectrum covers the region between 3900 and 8800 Angstrom with a resolution of 2.8 Angstrom/pixel.  [TNS source group:  69 - TMTS ],TNS_Bot1,2021-12-16 10:05:07
3603,19937,SN 2021agjd,ATLAS21bnkh,11.8689941667,14.752865,SN Ia,0.0395,64712,2021-12-17 11:45:36.00,2459565.99,--,--,Lijiang-2.4m,YFOSC,Jujia Zhang,--,TNS,Y,TNS,--,SN2021agjd_2021-12-17_11-45-36_Lijiang-2.4m_YFOSC_TNS.dat,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,--,--,--,--,--,--,--,--,3489.609375,8743.05580616,2.8229158684363,--,--,[TNS source group:  0 - None ],TNS_Bot1,2021-12-17 15:05:07
3604,19937,SN 2021agjd,ATLAS21bnkh,11.8689941667,14.752865,SN Ia,0.0395,64715,2021-12-18 04:06:23.00,2459566.6710995,--,--,P60,SEDM,SEDmRobot,auto,TNS,Y,TNS,--,SN2021agjd_2021-12-18_04-06-23_P60_SEDM_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,2160,--,--,--,--,--,--,--,3776.7,9223.3,25.451401869159,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2021-12-18 05:05:08
4690,20057,SN 2021agof,ATLAS21bnoa,19.87200625,43.487556875,SN Ia,0.047,65002,2022-01-13 19:18:00.00,2459593.3041667,--,--,Other,Other,Claudio Balcon,Claudio Balcon,TNS,Y,TNS,--,SN2021agof_2022-01-13_19-18-00_Other_Other_TNS.dat,https://www.wiserep.org/system/files/uploaded/TNS/SN2021agof_2022-01-13_19-18-00_Other_Other_TNS.fit,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,12000,--,--,--,--,--,--,--,3901.6789,7997.0447,9.4146340229885,--,--,I obtained the low-resolution spectrum R~100 using the FOSC-ES32 spectrograph attached to a 0.2m telescope  in the course of Italian Supernovae Search Project.  [TNS source group:  0 - None ],TNS_Bot1,2022-01-13 22:05:09
4691,20057,SN 2021agof,ATLAS21bnoa,19.87200625,43.487556875,SN Ia,0.047,65004,2022-01-13 20:50:24.00,2459593.3683333,--,--,LT,SPRAT,G. Dimitriadis,--,TNS,Y,TNS,--,SN2021agof_2022-01-13_20-50-24_LT_SPRAT_TNS.txt,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,--,--,--,--,--,--,--,--,4020.0,7994.4,9.178752886836,--,--,[TNS source group:  65 - TCD ],TNS_Bot1,2022-01-14 10:05:07
4213,17446,SN 2021ass,ATLAS21cse  ZTF21aafepon,27.5421753,27.6452386,SN Ia,0.011791,60074,2021-01-18 06:20:36.00,2459232.7643056,--,--,P60,SEDM,SEDmRobot,auto,TNS,Y,TNS,--,SN2021ass_2021-01-18_06-20-36_P60_SEDM_TNS_0.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,2700,--,--,--,--,--,--,--,3776.7,9223.3,25.451401869159,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2021-01-26 01:05:07
4212,17446,SN 2021ass,ATLAS21cse  ZTF21aafepon,27.5421753,27.6452386,SN Ia,0.011791,60016,2021-01-18 06:20:36.00,2459232.7643056,--,--,P60,SEDM,SEDmRobot,auto,TNS,Y,TNS,--,SN2021ass_2021-01-18_06-20-36_P60_SEDM_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,2700,--,--,--,--,--,--,--,3776.7,9223.3,25.451401869159,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2021-01-21 04:05:13
4668,17428,SN 2021bm,ATLAS21awx  ZTF21aaaosoq,219.447000575,59.90703375,SN Ic,0.031517,60007,2021-01-18 09:29:50.00,2459232.8957176,--,--,P60,SEDM,SEDmRobot,auto,TNS,Y,TNS,--,SN2021bm_2021-01-18_09-29-50_P60_SEDM_TNS_0.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,2700,--,--,--,--,--,--,--,3776.7,9223.3,25.451401869159,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2021-01-21 04:05:13
4667,17428,SN 2021bm,ATLAS21awx  ZTF21aaaosoq,219.447000575,59.90703375,SN Ic,0.031517,59977,2021-01-18 09:29:50.00,2459232.8957176,--,--,P60,SEDM,SEDmRobot,auto,TNS,Y,TNS,--,SN2021bm_2021-01-18_09-29-50_P60_SEDM_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,2700,--,--,--,--,--,--,--,3776.7,9223.3,25.451401869159,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2021-01-19 18:05:06
4635,17583,SN 2021bmw,ATLAS21dks,206.915448889,-29.4318444444,SN II,,60327,2021-02-05 00:00:00.00,2459250.5,--,--,Magellan-Baade,IMACS,Morrell/Hsiao/Kumar/Lu/Shahbandeh,Morrell,TNS,Y,TNS,--,SN2021bmw_2021-02-05_00-00-00_Magellan-Baade_IMACS_TNS.dat,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,--,--,--,--,--,--,--,--,4261.3407,9467.9096,1.2711349853516,--,--,[TNS source group:  112 - POISE  ],TNS_Bot1,2021-02-06 07:05:07
4636,17583,SN 2021bmw,ATLAS21dks,206.915448889,-29.4318444444,SN II,,60331,2021-02-05 08:23:25.00,2459250.8495949,--,--,Magellan-Baade,IMACS,Morrell  Hsiao  Shahbandeh  Kumar  Lu,Morrell,TNS,Y,TNS,--,SN2021bmw_2021-02-05_08-23-25_Magellan-Baade_IMACS_TNS.txt,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,900,--,--,--,--,--,--,--,4261.3407,9467.9096,1.2711349853516,--,--,[TNS source group:  112 - POISE  ],TNS_Bot1,2021-02-06 15:05:07
4666,17482,SN 2021bn,ATLAS21cru  ZTF21aaabxbd  PS21byn  Gaia21anx,252.8873405,38.0109776,SN IIn,0.07593,60107,2021-01-28 05:22:40.00,2459242.7240741,--,--,LT,SPRAT,S. Prentice,--,TNS,Y,TNS,--,SN2021bn_2021-01-28_05-22-40_LT_SPRAT_TNS.txt,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,--,--,--,--,--,--,--,--,4020.0,7994.4,9.178752886836,--,--,[TNS source group:  65 - TCD ],TNS_Bot1,2021-01-28 09:05:09
4665,17482,SN 2021bn,ATLAS21cru  ZTF21aaabxbd  PS21byn  Gaia21anx,252.8873405,38.0109776,SN IIn,0.07593,61587,2021-01-16 12:40:23.00,2459231.028044,--,--,P60,SEDM,SEDmRobot,auto,TNS,Y,TNS,--,SN2021bn_2021-01-16_12-40-23_P60_SEDM_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,2700,--,--,--,--,--,--,--,3776.7,9223.3,25.451401869159,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2021-05-28 09:05:07
4199,17584,SN 2021bwb,ZTF21aagtill,171.8010738,25.3274772333333,SN Ia,,60332,2021-02-05 07:18:21.00,2459250.8044097,--,--,Magellan-Baade,IMACS,Morrell  Hsiao  Shahbandeh  Kumar  Lu,Morrell,TNS,Y,TNS,--,SN2021bwb_2021-02-05_07-18-21_Magellan-Baade_IMACS_TNS.txt,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1200.0,--,--,--,--,--,--,--,4261.3407,9467.9096,1.2711349853516,--,--,[TNS source group:  112 - POISE  ],TNS_Bot1,2021-02-06 15:05:07
4198,17584,SN 2021bwb,ZTF21aagtill,171.8010738,25.3274772333333,SN Ia,,60328,2021-02-05 00:00:00.00,2459250.5,--,--,Magellan-Baade,IMACS,Morrell/Hsiao/Kumar/Lu/Shahbandeh,Morrell,TNS,Y,TNS,--,SN2021bwb_2021-02-05_00-00-00_Magellan-Baade_IMACS_TNS.dat,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,--,--,--,--,--,--,--,--,4261.3407,9467.9096,1.2711349853516,--,--,[TNS source group:  112 - POISE  ],TNS_Bot1,2021-02-06 07:05:07
4178,17653,SN 2021caf,ZTF21aahargb  ATLAS21dqj,122.1295806,-17.2498282,SN Ia,0.07,60480,2021-02-12 22:17:29.00,2459258.4288079,--,--,LT,SPRAT,LTRobot,D. Perley,TNS,Y,TNS,--,SN2021caf_2021-02-12_22-17-29_LT_SPRAT_TNS_0.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,500.0,--,--,--,--,--,--,--,4020.0,7994.4,9.178752886836,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2021-02-15 21:05:08
