Ascii file,error
SN2021lrp_2021-05-15_09-13-06_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021ldd_2021-05-15_10-37-23_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021mim_2021-06-02_09-24-32_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021lvg_2021-05-18_05-26-36_P60_SEDM_TNS.ascii,Flux is not positive!
SN2020ghq_2021-05-18_04-39-47_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021mnj_2021-05-18_04-39-47_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021lin_2021-05-19_05-55-58_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021kua_2021-05-19_07-29-57_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021mqv_2021-05-20_10-17-02_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021lzn_2021-05-20_11-03-37_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021lia_2021-05-22_09-41-22_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021mvm_2021-05-23_10-48-19_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021mld_2021-05-24_07-55-11_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021mzf_2021-05-24_10-16-39_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021lxg_2021-05-25_10-14-51_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021lta_2021-05-28_06-36-18_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021kum_2021-05-19_04-21-58_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021msa_2021-05-25_06-41-34_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021kwg_2021-05-28_10-23-59_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021njs_2021-05-30_10-21-57_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021mvq_2021-05-24_08-42-01_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021nnk_2021-05-31_09-50-19_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021lwd_2021-05-12_04-40-19_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021mqj_2021-06-01_07-38-09_P60_SEDM_TNS.,Flux is not positive!
SN2021ik_2021-01-09_02-17-23_P60_SEDM_TNS.,Flux is not positive!
SN2021ncx_2021-06-06_10-15-01_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021okv_2021-06-06_04-10-49_P60_SEDM_TNS.,Flux is not positive!
SN2021nip_2021-06-08_04-19-05_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021obh_2021-06-08_05-19-55_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021ntq_2021-06-08_06-16-57_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021ooe_2021-06-08_09-30-46_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021pkz_2021-06-11_06-41-59_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021pib_2021-06-02_10-49-02_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021ojn_2021-06-10_10-09-25_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021oei_2021-06-09_05-46-31_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021pla_2021-06-20_04-16-26_P60_SEDM_TNS.,Flux is not positive!
SN2021pqk_2021-06-15_04-15-25_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021pro_2021-06-15_09-52-37_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021pzt_2021-07-02_10-13-46_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021pkq_2021-06-16_06-27-09_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021qcs_2021-06-15_07-31-13_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021oxx_2021-06-17_05-40-53_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021pmq_2021-06-17_10-28-35_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021ouy_2021-06-17_07-14-51_P60_SEDM_TNS.,Flux is not positive!
SN2021nqo_2021-06-20_08-05-01_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021omy_2021-06-19_04-16-17_P60_SEDM_TNS.,Flux is not positive!
SN2021nyu_2021-06-19_07-14-29_P60_SEDM_TNS.,Flux is not positive!
SN2021pde_2021-06-21_04-17-50_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021ngi_2021-06-21_10-02-18_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021qgh_2021-06-21_10-48-53_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021pmj_2021-06-19_08-01-11_P60_SEDM_TNS.,Flux is not positive!
SN2021kzk_2021-06-14_09-49-50_P60_SEDM_TNS.,Flux is not positive!
SN2021qqn_2021-06-22_04-17-55_P60_SEDM_TNS.,Flux is not positive!
SN2021qtc_2021-06-25_08-40-51_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021qtg_2021-06-25_10-15-07_P60_SEDM_TNS.,Flux is not positive!
SN2021qqr_2021-06-27_06-30-43_P60_SEDM_TNS.,Flux is not positive!
SN2021qqr_2021-06-27_06-30-43_P60_SEDM_TNS_0.,Flux is not positive!
SN2021knb_2021-06-27_10-27-10_P60_SEDM_TNS.,Flux is not positive!
SN2021qfz_2021-07-01_10-26-50_P60_SEDM_TNS.,Flux is not positive!
SN2021rfs_2021-06-30_10-08-52_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021qnv_2021-06-22_07-17-31_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021qvb_2021-07-02_08-38-47_P60_SEDM_TNS.ascii,Flux is not positive!
SN2013ld_2021-06-29_09-40-19_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021qvc_2021-07-02_11-01-00_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021rta_2021-07-05_06-37-20_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021mur_2021-07-05_08-53-57_P60_SEDM_TNS.,Flux is not positive!
SN2021rdt_2021-07-06_06-43-56_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021slh_2021-07-13_06-05-53_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021scx_2021-07-13_07-39-42_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021sry_2021-07-14_07-17-06_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021sqe_2021-07-15_05-43-09_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021spc_2021-07-15_08-52-24_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021seh_2021-07-17_05-02-48_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021sis_2021-07-20_07-25-43_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021tjq_2021-07-16_08-40-26_P60_SEDM_TNS.,Flux is not positive!
SN2021ret_2021-07-14_10-25-21_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021tmf_2021-07-20_08-13-12_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021tfx_2021-07-23_04-59-44_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021ucg_2021-07-28_06-27-54_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021tty_2021-07-24_04-16-21_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021sxf_2021-07-27_07-31-19_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021tjc_2021-07-27_08-18-56_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021tvm_2021-07-27_09-05-31_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021tth_2021-07-29_10-27-01_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021tix_2021-07-30_09-17-01_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021scb_2021-07-15_06-29-59_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021tet_2021-07-29_08-51-32_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021ulv_2021-09-01_04-13-49_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021tis_2021-07-31_10-24-18_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021uhl_2021-08-02_11-05-03_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021uks_2021-08-02_05-48-56_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021tyg_2021-08-03_06-06-14_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021usd_2021-08-03_06-53-23_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021uvd_2021-08-04_11-00-48_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021uzt_2021-09-27_08-13-05_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021uyg_2021-08-10_05-28-18_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021tie_2021-08-05_10-25-09_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021vtq_2021-08-13_10-39-54_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021vkm_2021-08-14_07-56-20_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021vji_2021-08-16_07-47-34_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021sul_2021-08-14_10-58-28_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021wcj_2021-08-17_08-56-31_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021wac_2021-08-18_04-30-36_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021vgg_2021-08-18_06-05-21_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021hcz_2021-08-17_10-30-22_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021wad_2021-08-20_03-44-02_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021vxj_2021-08-20_09-38-01_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021wkf_2021-08-21_08-25-29_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021vkr_2021-08-21_09-13-04_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021vgz_2021-08-21_10-00-27_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021wtt_2021-08-22_05-13-14_P60_SEDM_TNS.ascii,Flux is not positive!
iPTF16emo_2016-08-02_00-00-00.000000_P60_SEDM_iPTF.ascii,Flux is not positive!
iPTF16drc_2016-08-06_00-00-00.000000_P60_SEDM_iPTF.ascii,Flux is not positive!
iPTF16gzs_2016-10-22_00-00-00.000000_P60_SEDM_iPTF.ascii,Flux is not positive!
iPTF16emv_2016-08-03_00-00-00.000000_P60_SEDM_iPTF.ascii,Flux is not positive!
SN2021wjn_2021-08-25_11-04-07_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021voy_2021-08-23_06-47-00_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021uqu_2021-08-22_08-33-30_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021vou_2021-08-28_06-40-06_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021wvf_2021-08-25_07-26-25_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021wvz_2021-08-26_04-29-19_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021wdx_2021-08-28_07-27-57_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021xgd_2021-09-03_07-46-26_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021vib_2021-08-22_06-58-54_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021whb_2021-08-27_10-40-45_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021wwq_2021-08-27_08-18-25_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021wyw_2021-08-28_04-18-51_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021xbc_2021-08-28_10-27-28_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021xau_2021-08-29_05-22-00_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021wyd_2021-08-30_07-42-14_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021xab_2021-08-30_11-44-15_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021wzb_2021-08-28_09-40-55_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021wzt_2021-08-29_08-30-32_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021wvy_2021-08-29_11-52-42_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021wwc_2021-08-29_11-05-44_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021vis_2021-08-17_06-15-48_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021vvc_2021-08-27_11-28-06_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021wyt_2021-09-01_03-27-13_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021wyz_2021-09-08_03-15-05_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021wzy_2021-09-05_06-44-59_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021xkm_2021-09-05_09-06-59_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021yam_2021-09-06_07-53-12_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021xvg_2021-09-08_05-17-53_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021xzl_2021-09-08_06-04-27_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021xoi_2021-09-10_06-07-15_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021xat_2021-09-08_10-37-53_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021wqd_2021-09-10_11-48-44_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021wun_2021-09-06_04-44-44_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021xxk_2021-09-09_07-58-45_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021xav_2021-09-09_11-45-47_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021xko_2021-09-11_04-58-30_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021xuj_2021-09-11_11-01-14_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021ypc_2021-09-12_10-24-56_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021yfm_2021-09-14_04-45-48_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021xxz_2021-09-12_09-36-59_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021yuj_2021-09-14_05-33-09_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021yui_2021-09-14_11-01-22_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021yly_2021-09-14_03-12-22_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021xgg_2021-09-14_11-48-03_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021yxy_2021-09-15_11-00-03_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021yke_2021-09-22_05-20-22_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021yfh_2021-09-16_11-55-00_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021ywa_2021-09-16_08-28-35_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021yqm_2021-09-17_05-58-57_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021ywh_2021-09-17_10-11-13_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021xhj_2021-09-17_06-46-26_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021yno_2021-09-19_06-50-17_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021zju_2021-09-28_06-33-20_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021yuq_2021-09-19_10-49-44_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021zax_2021-09-20_04-23-54_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021yhl_2021-09-20_12-01-49_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021yew_2021-09-20_05-23-39_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021zbd_2021-09-20_11-14-48_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021ypz_2021-09-22_08-52-09_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021yhs_2021-09-22_09-51-16_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021zgk_2021-09-23_06-06-35_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021zfq_2021-09-23_08-29-03_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021zdx_2021-10-11_07-35-10_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021yux_2021-09-27_06-00-04_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021zgw_2021-09-27_10-31-46_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021zde_2021-09-27_11-19-26_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021zqc_2021-09-27_06-47-46_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021zhi_2021-09-26_11-35-17_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021zgq_2021-09-29_02-50-52_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021ysn_2021-09-29_03-38-32_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021zep_2021-09-29_06-17-22_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021zxq_2021-09-30_03-03-06_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021zcv_2021-09-30_04-37-46_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021zrr_2021-10-01_11-17-23_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021wek_2021-08-29_09-32-03_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021zbz_2021-10-02_04-29-26_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021aaao_2021-10-02_07-38-54_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021zom_2021-10-02_12-05-04_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021zwy_2021-10-04_03-38-46_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021zgb_2021-10-04_06-01-37_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021zoe_2021-10-09_09-29-28_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021zoe_2021-10-09_09-29-28_P60_SEDM_TNS_0.ascii,Flux is not positive!
SN2021zsz_2021-10-01_12-04-30_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021zqd_2021-10-10_03-40-36_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021aazj_2021-10-10_11-19-57_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021aazj_2021-10-10_11-19-57_P60_SEDM_TNS_0.ascii,Flux is not positive!
SN2021zty_2021-10-10_02-53-28_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021yzs_2021-09-20_09-22-16_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021aakn_2021-10-15_02-37-25_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021abcv_2021-10-16_06-00-28_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021abaj_2021-10-17_07-05-49_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021abaj_2021-10-17_07-05-49_P60_SEDM_TNS_0.ascii,Flux is not positive!
SN2021abpt_2021-10-17_07-53-08_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021aagz_2021-10-16_11-06-26_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021aalo_2021-10-17_11-46-32_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021abgc_2021-10-17_10-18-08_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021aasi_2021-10-16_10-19-44_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021aaas_2021-10-10_10-41-57_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021aaqc_2021-10-20_03-28-11_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021aamr_2021-10-20_05-48-45_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021aagl_2021-10-20_09-14-07_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021zeg_2021-10-19_09-05-54_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021aaht_2021-10-21_03-05-08_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021aash_2021-10-21_10-06-22_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021abym_2021-10-25_09-56-42_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021abpz_2021-10-25_11-23-48_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021abqs_2021-10-27_12-10-06_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021absz_2021-10-28_03-43-33_P60_SEDM_TNS.ascii,Flux is not positive!
SN2018lzf_2021-10-28_04-31-17_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021abyl_2021-10-29_07-51-47_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021acly_2021-11-15_01-58-40_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021aboy_2021-10-30_09-22-38_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021aboz_2021-11-03_04-43-51_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021acnn_2021-11-03_07-05-12_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021acsw_2021-11-03_02-23-23_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021abxv_2021-11-03_11-57-55_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021aadr_2021-11-03_10-23-30_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021acwr_2021-11-05_06-15-04_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021ackd_2021-11-05_05-28-30_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021acmd_2021-11-06_06-50-44_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021abyn_2021-11-06_08-29-39_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021aclt_2021-11-07_06-34-19_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021adcr_2021-11-08_05-15-08_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021acvk_2021-11-08_09-12-38_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021acna_2021-10-31_12-21-57_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021acnd_2021-11-08_12-32-34_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021aawh_2021-11-08_04-22-38_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021aebb_2021-11-11_06-06-11_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021aczr_2021-11-11_11-24-50_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021adeq_2021-11-11_04-33-35_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021oxy_2021-06-12_09-39-20_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021abzu_2021-11-12_11-01-50_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021adpo_2021-11-13_02-08-19_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021aden_2021-11-13_04-41-40_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021adav_2021-11-13_05-28-14_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021aejt_2021-11-14_07-41-20_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021acts_2021-11-14_08-29-09_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021aeox_2021-11-14_11-37-35_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021actt_2021-11-14_04-33-24_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021aeqh_2021-11-15_07-17-58_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021adpx_2021-11-15_10-15-16_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021acal_2021-11-15_03-57-37_P60_SEDM_TNS.ascii,Flux is not positive!
SN2017baq_2021-11-16_09-29-14_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021adtd_2021-11-18_09-03-42_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021adsh_2021-11-18_09-41-19_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021aemr_2021-11-15_12-31-35_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021adrh_2021-11-19_06-17-13_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021adah_2021-11-19_07-55-30_P60_SEDM_TNS.ascii,Flux is not positive!
AT2021acwv_2021-11-15_02-45-26_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021aesq_2021-11-16_04-47-45_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021aewp_2021-11-22_01-55-39_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021aesp_2021-11-22_08-29-24_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021aeqk_2021-11-24_08-46-48_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021aexl_2021-11-25_01-54-31_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021afjw_2021-11-26_04-04-37_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021afjv_2021-11-28_03-26-52_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021aeon_2021-11-28_11-40-33_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021aepi_2021-11-29_11-27-10_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021aenb_2021-11-26_12-46-39_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021aebn_2021-11-19_07-08-56_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021aene_2021-11-30_02-40-28_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021aeyl_2021-12-01_12-20-18_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021aegw_2021-12-08_06-22-44_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021afuw_2021-12-12_11-17-13_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021aggu_2021-12-18_06-08-12_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021aghk_2021-12-16_03-39-50_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021agee_2021-12-18_12-23-09_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021aghx_2021-12-19_01-58-21_P60_SEDM_TNS.ascii,Flux is not positive!
SN2022U_2022-01-05_03-29-14_P60_SEDM_TNS.ascii,Flux is not positive!
SN2022R_2022-01-05_04-07-14_P60_SEDM_TNS.ascii,Flux is not positive!
SN2022S_2022-01-05_04-45-23_P60_SEDM_TNS.ascii,Flux is not positive!
SN2022G_2022-01-06_08-46-19_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021agrf_2022-01-05_11-50-44_P60_SEDM_TNS.ascii,Flux is not positive!
SN2022F_2022-01-05_07-44-31_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021aggb_2022-01-06_05-45-33_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021agqe_2022-01-07_13-17-32_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021agqu_2022-01-06_10-39-20_P60_SEDM_TNS.ascii,Flux is not positive!
SN2022ec_2022-01-08_12-51-21_P60_SEDM_TNS.ascii,Flux is not positive!
SN2022bn_2022-01-09_13-13-42_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021aggc_2022-01-07_05-34-06_P60_SEDM_TNS.ascii,Flux is not positive!
SN2022dl_2022-01-10_12-10-35_P60_SEDM_TNS.ascii,Flux is not positive!
SN2021agej_2022-01-10_04-18-54_P60_SEDM_TNS.ascii,Flux is not positive!
SN2022abz_2022-01-23_12-21-06_P60_SEDM_TNS.ascii,Flux is not positive!
SN2022acu_2022-01-23_12-58-42_P60_SEDM_TNS.ascii,Flux is not positive!
SN2022abw_2022-01-24_09-11-14_P60_SEDM_TNS.ascii,Flux is not positive!
SN2022abx_2022-01-24_12-14-13_P60_SEDM_TNS.ascii,Flux is not positive!
SN2022sr_2022-01-20_06-25-46_P60_SEDM_TNS.ascii,Flux is not positive!
SN2022ji_2022-01-20_12-53-41_P60_SEDM_TNS.ascii,Flux is not positive!
SN2022je_2022-01-20_10-15-52_P60_SEDM_TNS.ascii,Flux is not positive!
SN2022jc_2022-01-21_11-20-34_P60_SEDM_TNS.ascii,Flux is not positive!
SN2022afx_2022-01-25_08-16-40_P60_SEDM_TNS.ascii,Flux is not positive!
